"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Oct 17 23:47:06 GMT 2024","Thu Oct 17 23:47:11 GMT 2024","4855","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A15 - User can setup a custom profile picture when creating a new account",""
"passed","Thu Oct 17 23:46:43 GMT 2024","Thu Oct 17 23:46:49 GMT 2024","6115","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A8 - If Stay Unlocked is toggled on, user should bypass PIN page when logging in",""
"passed","Thu Oct 17 23:47:00 GMT 2024","Thu Oct 17 23:47:06 GMT 2024","5258","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A14 - If Stay Unlocked is toggled on, user should be redirected to enter PIN after logging off",""
"passed","Thu Oct 17 23:46:49 GMT 2024","Thu Oct 17 23:46:55 GMT 2024","5982","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A12 - If incorrect pin is entered, error message should be displayed",""
"passed","Thu Oct 17 23:46:43 GMT 2024","Thu Oct 17 23:46:49 GMT 2024","6032","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A8 - If Stay Unlocked is toggled on, user should bypass PIN page when logging in",""
"passed","Thu Oct 17 23:46:49 GMT 2024","Thu Oct 17 23:46:56 GMT 2024","6730","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A12 - If incorrect pin is entered, error message should be displayed",""
"passed","Thu Oct 17 23:46:40 GMT 2024","Thu Oct 17 23:46:43 GMT 2024","2247","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A6, A7 - Scramble Keypad will change the order of pin input buttons",""
"passed","Thu Oct 17 23:46:10 GMT 2024","Thu Oct 17 23:46:13 GMT 2024","2962","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A4 - Clicking red reset button should erase any inputs made",""
"passed","Thu Oct 17 23:46:55 GMT 2024","Thu Oct 17 23:46:59 GMT 2024","4347","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A13 - If Stay Unlocked is toggled off, user be redirected to enter PIN when refreshing page",""
"passed","Thu Oct 17 23:45:52 GMT 2024","Thu Oct 17 23:46:05 GMT 2024","12411","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A1, A9, A11 - Enter valid PIN redirects to Main Page",""
"passed","Thu Oct 17 23:46:11 GMT 2024","Thu Oct 17 23:46:14 GMT 2024","2872","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A4 - Clicking red reset button should erase any inputs made",""
"passed","Thu Oct 17 23:47:04 GMT 2024","Thu Oct 17 23:47:08 GMT 2024","4761","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A15 - User can setup a custom profile picture when creating a new account",""
"passed","Thu Oct 17 23:46:04 GMT 2024","Thu Oct 17 23:46:07 GMT 2024","2442","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A2 - Pin should have at least 4 digits",""
"failed","Thu Oct 17 23:46:32 GMT 2024","Thu Oct 17 23:46:39 GMT 2024","7160","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A5 - Settings dropdown should show option to Scramble numberpad and option to stay unlocked",""
"passed","Thu Oct 17 23:46:07 GMT 2024","Thu Oct 17 23:46:10 GMT 2024","3476","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A3 - Pin cannot have more than 8 digits",""
"passed","Thu Oct 17 23:46:05 GMT 2024","Thu Oct 17 23:46:07 GMT 2024","2417","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A2 - Pin should have at least 4 digits",""
"passed","Thu Oct 17 23:46:56 GMT 2024","Thu Oct 17 23:47:00 GMT 2024","4811","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A13 - If Stay Unlocked is toggled off, user be redirected to enter PIN when refreshing page",""
"passed","Thu Oct 17 23:47:11 GMT 2024","Thu Oct 17 23:47:15 GMT 2024","4606","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A16 - Default identicon profile image is assigned to new user if user does not setup a custom profile picture",""
"passed","Thu Oct 17 23:46:59 GMT 2024","Thu Oct 17 23:47:04 GMT 2024","4773","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A14 - If Stay Unlocked is toggled on, user should be redirected to enter PIN after logging off",""
"passed","Thu Oct 17 23:46:07 GMT 2024","Thu Oct 17 23:46:11 GMT 2024","3544","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A3 - Pin cannot have more than 8 digits",""
"passed","Thu Oct 17 23:45:51 GMT 2024","Thu Oct 17 23:46:04 GMT 2024","12973","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A1, A9, A11 - Enter valid PIN redirects to Main Page",""
"passed","Thu Oct 17 23:46:41 GMT 2024","Thu Oct 17 23:46:43 GMT 2024","2258","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A6, A7 - Scramble Keypad will change the order of pin input buttons",""
"passed","Thu Oct 17 23:47:08 GMT 2024","Thu Oct 17 23:47:13 GMT 2024","4684","desktop-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A16 - Default identicon profile image is assigned to new user if user does not setup a custom profile picture",""
"failed","Thu Oct 17 23:46:32 GMT 2024","Thu Oct 17 23:46:39 GMT 2024","7208","mobile-chrome","01-pin-input.spec.ts","Create Account and Login Tests","","","A5 - Settings dropdown should show option to Scramble numberpad and option to stay unlocked",""
